FromTime,ToTime,AverageSpeed,NumberOfVehicle,Date,Day
13:00,13:05:00,11.03,9,2023-02-07,Tuesday
13:05,13:10:00,7.83,7,2023-02-07,Tuesday
13:10,13:15:00,13.2,14,2023-02-07,Tuesday
13:15,13:20:00,18.59,14,2023-02-07,Tuesday
13:20,13:25:00,16.14,16,2023-02-07,Tuesday
13:25,13:30:00,9.01,16,2023-02-07,Tuesday
13:30,13:35:00,14.84,22,2023-02-07,Tuesday
13:35,13:40:00,10.72,15,2023-02-07,Tuesday
13:40,13:45:00,13.66,7,2023-02-07,Tuesday
13:45,13:50:00,12.75,20,2023-02-07,Tuesday
13:50,13:55:00,16.55,20,2023-02-07,Tuesday
13:55,14:00:00,21.08,20,2023-02-07,Tuesday
14:00,14:05:00,11.56,10,2023-02-07,Tuesday
14:05,14:10:00,11.85,18,2023-02-07,Tuesday
14:10,14:15:00,11.05,11,2023-02-07,Tuesday
14:15,14:20:00,10.66,9,2023-02-07,Tuesday
16:30,16:35:00,15.06,5,2023-02-07,Tuesday
16:35,16:40:00,9.45,10,2023-02-07,Tuesday
16:40,16:45:00,6.77,9,2023-02-07,Tuesday
16:45,16:50:00,9.44,13,2023-02-07,Tuesday
19:05,19:10:00,7.66,5,2023-02-07,Tuesday
19:10,19:15:00,17.71,13,2023-02-07,Tuesday
19:15,19:20:00,19.85,9,2023-02-07,Tuesday
19:20,19:25:00,6.26,6,2023-02-07,Tuesday
19:25,19:30:00,5.87,13,2023-02-07,Tuesday
19:30,19:35:00,13.1,11,2023-02-07,Tuesday
19:35,19:40:00,14.26,10,2023-02-07,Tuesday
19:40,19:45:00,12.43,8,2023-02-07,Tuesday
19:45,19:50:00,16.24,8,2023-02-07,Tuesday
19:50,19:55:00,19.82,7,2023-02-07,Tuesday
19:55,20:00:00,20.42,9,2023-02-07,Tuesday
20:00,20:05:00,14.76,14,2023-02-07,Tuesday
20:05,20:10:00,18.22,7,2023-02-07,Tuesday
20:10,20:15:00,18.13,20,2023-02-07,Tuesday
20:15,20:20:00,17.43,5,2023-02-07,Tuesday
20:20,20:25:00,13.18,13,2023-02-07,Tuesday
20:25,20:30:00,12.16,12,2023-02-07,Tuesday
20:30,20:35:00,12.49,11,2023-02-07,Tuesday
20:35,20:40:00,9.54,14,2023-02-07,Tuesday
